Yeast Gene,Arabidopsis thaliana,Neocallimastix frontalis,Glomus intraradices,Schizosaccharomyces pombe,Saccharomyces cerevisiae,Yarrowia lipolytica,Neurospora crassa,Ustilago maydis,Candida albicans,Schistosoma mansoni,Caenorhabditis elegans,Aedes aegypti,Drosophila melanogaster,Strongylocentrotus purpuratus,Ciona intestinalis,Danio rerio,Xenopus laevis,Gallus gallus,Macaca mulatta,Pan troglodytes,Homo sapiens,Canis lupus familiaris,Oryctolagus cuniculus,Mus musculus,Rattus norvegicus,
P40357,,,,"O74786","P40357","Q6C5G0",,"Q4PAH4","Q59WT5;Q59XP0",,,,,,,,,,,,,,,,,
P25353,,,,"O94323","P25353;P39997","Q6C6J4","Q7SI20","Q4PBI2","Q59Q81",,,,,,,,,,,,,,,,,
P53388,,,,,"P53388","Q6CDH6",,"Q4P863",,,,,,,,,,,,,,,,,,
P53958,,,,,"P53958",,,,,,,,,,,,,,,,,,,,,
Q12436,,,,,"Q12436",,,,,,,,,,,,,,,,,,,,,
Q08986,,,,,"Q12372;Q08986",,,,,,,,,,,,,,,,,,,,,
P38695,,,,,,,,,,,,,,,,,,,,,,,,,,
P38723,,,,,,,,,,,,,,,,,,,,,,,,,,
P40557,,,,,"P40557",,,,,,,,,,,,,,,,,,,,,
P38225,,,,,"P38225",,"Q7S4F3",,,,,,,,,,,,,,,,,,,
P28263,,,,,"P28263",,,,,,,,"P52486;Q9VGD6",,,,"Q8AVM8",,,,"P61086",,,,,
P22438,"Q9M2T9;Q9ASP8",,,"Q9UUF2;O14000","P22438",,"Q9C2H9","Q4PCW9","O74634",,"Q7Z260",,"Q9VFL5",,,,"Q7T0Z0",,,,"Q96GW9",,,"Q499X9",,
P00890,,,,,"P00890",,,,,,,,,,,,,,,,,,,,,
Q04013,,,,,,,,,,,,,,,,,,,,,,,,,,
P40154,,,,,,,,,,,,,,,,,,,,,,,,,,
P53955,,,,,,,,,,,,,,,,,,,,,,,,,,
P25642,,,,,"P25642",,,,"Q5A6B3;Q5A6J3",,,,,,,,,,,,,,,,,
P38987,,,,"P87027","P38987","Q6CAF7",,,,,,,,,,,,,,,,,,,,
P53949,,,,,"P53949;Q6B2U7","Q6C7R1",,,"Q59X45",,,,,,,,,,,,,,,,,
P23292,,,,,"P23292",,,,,,,,,,,,,,,,,,,,,
P40579,,,,,"P40579",,,,,,,,,,,,,,,,,,,,,
Q07454,,,,,,,,,,,,,,,,,,,,,,,,,,
P07274,,,,"P39825","P07274",,"Q7S9F0","Q4P9B3","P53696;Q5A786",,,,,,,,,,,,,,,,,
Q00582,,,,,"Q00582","Q6CHD2",,,,,,,,,,,,,,,,,,,,
P23624,,,,,,,,,,,,,,,,,,,,,,,,,,
P11163,,,,"Q8NKC0;P87015;Q8TFF8;Q9UTS7;Q9USN7","P38986;P11163",,,,,,,,,,,,,,,,,,,,,
P47111,,,,,"P47111","Q6C364",,,"Q59UF2",,,,,,,,,,,,,,,,,
P23291,,,,,"P23291;Q66R81",,,,,,,,,,,,,,,,,,,,,
P32844,"Q94AI6;Q8RVQ6;Q9M9G4",,,"O74846","Q70IL1;P32844","Q6C9T6","Q873E6","Q4P8D1","Q5A7K3",,,,,,,,,,,,,,,,,
P21825,,,,"O13787","P21825",,,,"Q5AI21",,,,,,,,,,,,,,,,,
P07172,,,,"P36605","P07172","Q6C7F4","Q7S9U6",,,,,,,,,,,,,,,,,,,
P25337,,,,"O74772","P25337","Q6CE64","Q7RYP5",,,,,,,,,,,,,,,,,,,
Q06162,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12490,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3E834,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6B2C0,,,,,,,,,,,,,,,,,,,,,,,,,,
P36066,,,,,,,,,,,,,,,,,,,,,,,,,,
P32798,,,,,,,,,,,,,,,,,,,,,,,,,,
P50110,,,,,"P50110","Q6C8L9",,,"Q5ALP4",,,,,,,,,,,,,,,,,
Q08281,,,,,"Q08281",,,,,,,,,,,,,,,,,,,,,
P36116,,,,,"P36116",,,,,,,,,,,,,,,,,,,,,
P36160,"Q9LUG5",,,"Q9UUG1","P36160","Q6CHX0","Q7SCN3",,"Q59ZG6",,"Q9N3F0","Q17CR8","Q9VEB3",,,"Q6P0C5","Q7ZWM1",,,,"A8K800;Q5VXN1;Q9H7B2",,,"Q9JJ80",,
Q07508,,,,"Q9USM4","Q07508",,"Q7S615","Q4PB67",,,,,,,,,,,,,,,,,,
Q03465,,,,,,,,,,,,,,,,,,,,,,,,,,
P32590,,,,,"P32590",,,,,,,,,,,,,,,,,,,,,
P40987,,,,,"P40987",,,,,,,,,,,,,,,,,,,,,
P00163,,,,,,,,,,,,,,,,,,,,,,,,,,
P53970,,,,,"P53970",,"Q872D6",,,,,,,,,,,,,,,,,,,
P14743,"Q9LTR9;Q94L32",,,"O43010","P14743","Q6C7G2","Q7S3C8","Q4PB56","P30418",,"P46548;Q95ZN7",,,,,,,,,,,,,,,
P47113,,,,,"P47113",,,,,,,,,,,,,,,,,,,,,
P38620,,,,"O94413","P38063;P38620;P38689",,"Q7SAH9",,,,,,,,,,,,,,,,,,,
Q08760,,,,,"Q08760",,,,,,"Q9XTT3",,,,,,,,,,,,,,,
P39006,,,,,"P39006","Q6C893","Q9HE36",,,,,,,,,,,,,,,,,,,
Q12672,,,,"Q9UUC1;O42706","Q02753;Q12672","Q6C2S6","Q7SDY8","Q4PC11",,,,,,,,,,,,,,,,,,
Q04359,,,,,,,,,,,,,,,,,,,,,,,,,,
P32570,,,,,"P32570",,,,,,,,,,,,,,,,,,,,,
Q12341,"Q9FJT8",,,,"Q12341",,,,,,,,"Q4QQC4",,,"Q66HU5","Q641D5","Q9DFS5",,,"O14929",,,"Q8BY71","Q5M939",
Q92331,,,,"Q9C0U7","Q92331",,"Q9C2E4",,,,,,,,,,,,,,,,,,,
P38270,,,,,"P38270",,,,,,,,,,,,,,,,,,,,,
Q12680,"Q9LV03",,,"Q9C102","Q12680","Q6CDZ4","Q9P540","Q4P7R3","Q5AAQ5;Q5AAZ3",,"Q22275","Q16FG2;Q2KQ96","Q9VVA4;Q7KUQ2",,,,,,,,,,,,,
P15365,,,,,,,,,,,,,,,,,,,,,,,,,,
P39073,,,,,"P39073",,,,"Q5AHK2",,,,,,,,,,,,,,,,,
P38629,,,,"O14003","P38629","Q6CI37","Q872Q7","Q4P5J0","Q59ML2;Q59MM3",,,,,,,,,,,,,,,,,
Q8TGJ1,,,,,,,,,,,,,,,,,,,,,,,,,,
P43591,,,,,"P43591",,,,,,,,,,,,,,,,,,,,,
Q04226,,,,"Q9US54","Q04226",,"Q9C2R5",,,,,,,,,,,,,,,,,,,
P39939,,,,"Q9UTG4;Q9UT56","P39938;P39939","Q6C5A4","P21772","Q4P4M0",,,,,,,,,,,,,,,,,,
P40035,,,,"Q9P7V8","P40035","Q6CCX5",,,"Q59YD1",,,,,,,"Q6PC47",,,,,,,,,,
P06704,,,,"O74435","P06704",,,,,,,,,,,"Q504B2","Q9DEZ4;Q6NRS3",,,,"Q6ICP7;O15182",,,"O35648;Q9D046;Q9CYN1;Q545L8","Q91ZZ8",
P53237,,,,,"P53237","Q6C7F1",,,"Q5AH30",,,,,,,,,,,,,,,,,
P46944,,,,,"P46944",,,,,,,,,,,,,,,,,,,,,
P40049,,,,,,,,,,,,,,,,,,,,,,,,,,
Q06839,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2V2Q2,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12252,,,,"Q09766","Q12252",,,,"Q5A2N5;Q5A2U5",,,,,,,,,,,,,,,,,
P41734,,,,,"P41734","Q6CFG4","Q7RYR3",,"Q5ACH5",,,,,,,,,,,,,,,,,
P50078,,,,,,,,,,,,,,,,,,,,,,,,,,
Q08957,,,,,,,,,,,,,,,,,,,,,,,,,,
P38348,,,,,"P38348",,,,,,,,,,,,,,,,,,,,,
P39016,,,,,"P39016",,,,"Q5AKY7",,,,,,,,,,,,,,,,,
Q04670,,,,,,,,,,,,,,,,,,,,,,,,,,
P14742,,,,"Q09740","P14742","Q6CDT1","Q7S0B7","Q4P9L4","Q5AJV2;P53704;Q5AJH4",,,,,,,,,,,,,,,,,
P02992,,,,"Q9Y700","P02992","Q6C0I5","Q9C2P1",,"Q5ABC3",,,,,,,"Q5BJ17",,,,,,,,"Q8BFR5",,
P32939,"Q9SZ88;Q948K8",,,,"P32939",,,,"Q59ZB7",,,,,,,,,,,,,,,,,
P40185,,,,"Q9UR06;O43003","P40037;P40185",,"Q7SD54",,,,,,,,,,,,,,,,,,,
Q06102,,,,"Q9UTD1","Q06102","Q6C922",,"Q4P384","Q59T36",,,,,,,,,,,,,,,,,
Q12349,,,,,,,,,,,,,,,,,,,,,,,,,,
P39938,,,,"Q9UTG4;Q9UT56","P39938;P39939","Q6C5A4","P21772","Q4P4M0",,,,,,,,,,,,,,,,,,
P47096,,,,,"P47096","Q6CFX1","Q7SDX3",,"Q59K86",,"Q19341",,,,,"Q5U3F8","Q6P7I0",,,,"P46952",,,"Q78JT3","P46953",
Q3E768,,,,,,,,,,,,,,,,,,,,,,,,,,
P09798,,,,,"P09798",,"Q9HEI7",,,,,,,,,,,,,,,,,,,
Q04659,,,,,,,,,,,,,,,,,,,,,,,,,,
P38359,,,,"Q9URY8","P38359","Q6CE75","P23622",,"Q5AF70",,,,,,,,,,,,,,,,,
P38698,,,,"O14094","P38698","Q6C9F8","Q7SAC1",,"Q59X24",,,"Q16PL5","Q629J6;O18399;Q24465",,,,,,,,"Q86TP1;Q8N654",,,"Q8BIW1","Q6AYG3",
P53686,,,,"Q9USN7","P53686","Q6C219",,"Q4P1X1","O94066",,,,"Q9I7I7",,,,,,,,"A8K3V1",,,"Q8VDQ8","Q5RJQ4",
P53317,,,,,"P53317",,,,"Q5AK50",,,,,,,,,,,,,,,,,
P32419,,,,,"P22133;P17505;P32419",,"Q7S1D6",,,,,,,,,,,,,,,,,,,
Q08967,,,,,"Q08967",,,,,,,,,,,,,,,,,,,,,
Q8TGU4,,,,,,,,,,,,,,,,,,,,,,,,,,
P37302,,,,,"P37302","Q6CDU2","Q7RZ44",,"Q59Y58;Q59YB4",,,,,,,,,,,,,,,,,
Q07471,,,,,,,,,,,,,,,,,,,,,,,,,,
P38717,,,,,"P38717",,,,,,,,,,,,,,,,,,,,,
P32861,,,,"P78811;O59819","P32861","Q6CI26","Q7SEL5","Q4P2S9","Q59KI0",,,,,,,,,,,,,,,,,
P26782,"Q8LC83;Q9SS17",,,"O13784;O59865","P26782","Q6C962","Q86ZG1","Q4PBJ8",,,,"Q8WQK7",,,,,,,,,,,,,,
P41057,,,,,"P41057",,,,,,,,,,,,,,,,,,,,,
Q06336,,,,"P87157","P38817;Q06336","Q6C7L1","Q7S5I2","Q4PFW1","Q5AI46",,,,,,,,,,,,,,,,,
P25293,,,,"O59797","P25293","Q6CEM6","Q871M5","Q4P420","Q5AAI8",,,,,,,,,,,,,,,,,
Q02961,,,,,"Q02961",,,,,,,,,,,,,,,,,,,,,
P32324,,,,"O14460;P78802","P32324","Q6CGD8;Q6CI99","Q96X45",,"Q5A0M4;O13430",,,,,,,,,,,,,,,,,
P47076,"Q9FM02;Q7XJ61;Q9FGQ4",,,"Q9C0Z9","P47076","Q6C8D3","Q8X023","Q4PE68","Q5AK30",,"Q0G841",,"Q7KUX1",,"Q8T885","Q0P3W9","Q6PH91","Q90841",,,"O75575;A8MW23",,,"O35427","Q8VHM6",
Q8TGT9,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3E786,,,,,,,,,,,,,,,,,,,,,,,,,,
P09232,,,,,"P09232","Q6CHQ5;Q6CED6","Q7SHY0",,"Q5A099",,,,,,,,,,,,,,,,,
P48566,,,,,"P48566",,,,,,,,,,,,,,,,,,,,,
P32598,,,,"P13681;P23880","P32598","Q6CHJ9","Q9UW86","Q4P9Y3","Q59N42",,,,,,,,,,,,,,,,,
P42936,,,,"O74830","P42936","Q6C8W0",,,"Q59QS1",,,,,,,,,,,,,,,,,
P32911,,,,"P79060","P32911","Q6CCQ3","Q7SE79","Q4PB48","Q59LQ6",,,,,,,,,,,,,,,,,
P53055,,,,,,,,,,,,,,,,,,,,,,,,,,
P36112,,,,"O59725","P36112","Q6C060",,,"Q5A044",,,,,,,,,,,,,,,,,
P40445,,,,,,,,,,,,,,,,,,,,,,,,,,
P05749,,,,,"P05749",,,,,,,,,,,,,,,,,,,,,
P27514,,,,,"P27514",,,,"Q59VZ6",,,,,,,,,,,,,,,,,
P38725,,,,,,,,,,,,,,,,,,,,,,,,,,
P53265,,,,,"P53265",,,,"Q5A436",,,,,,,,,,,,,,,,,
P53919,,,,,"P53919",,,,,,,,,,,,,,,,,,,,,
Q07623,,,,,,,,,,,,,,,,,,,,,,,,,,
P32602,"Q9SPE6;Q9LXZ5",,,"Q9P4X4","P32602","Q6CAV9","Q9P6A5","Q4PIA3","Q5A9E7",,,,,,,,,,,,,,,,,
P11709,,,,"P79065","P11709","Q6CDT3","Q7S1L4",,"Q59MK2",,"P34531",,,,,,,,,,,,,,,
P36090,,,,,"P36090",,,,,,,,,,,,,,,,,,,,,
Q12383,,,,,,,,,,,,,,,,,,,,,,,,,,
P32893,,,,,,,,,,,,,,,,,,,,,,,,,,
P42942,,,,"O94362","P42942","Q6C593","Q871V3;Q1K6M3",,"Q5APB9",,,,,,,,,,,,,,,,,
Q03503,"O80438",,,"O74311","Q03503","Q6CC85","Q7S4E2",,"Q5AMM9",,"O16486",,,,,,,,,,,,,"Q8CES0",,
Q06489,"Q8L5B9;Q9ZUG4;Q8LAU5",,,"O60185","Q06489","Q6CGS4","Q7S4G7",,"Q5AD59",,"Q93169","Q16I17","Q9V9X4",,,,"Q4FZP2",,,,"Q9BV20",,,"Q9CQT1","Q5HZE4",
P29703,,,,,"P29703","Q6CEF2","Q9C2B6","Q4PEH5","Q8J224;Q5APE8;Q9Y765",,,,,,,,,,,,,,,,,
P12398,,,,,"P12398","Q6CBM2","Q7RVX2","Q4PFA4",,,"P11141",,,,,,"Q7ZX77;Q7ZX34",,,,,,,"Q3UVN1",,
P48582,,,,"O13783","P48582","Q6CGJ5","Q7SAN9","Q4PHA8","Q5AJC1",,,,,,,,,,,,,,,,,
Q12192,,,,,,,,,,,,,,,,,,,,,,,,,,
P25693,,,,,"P25693;Q12477",,"Q7S6I8",,,,,,,,,,,,,,,,,,,
P38262,,,,"O74845","P38262","Q6C237","Q8X018",,"Q59WS0",,,,,,,,,,,,,,,,,
P53173,,,,,"P53173",,,,,,,,,,,,,,,,,,,,,
P10964,"Q9SVY0",,,"P15398","P10964","Q6C1S4","Q8WZX8","Q4PB85","Q59LW3",,"O17628","Q16K29","P91875",,,,"Q8UVY7",,,,"Q0VG05;O95602",,,"Q3UHI3;O35134","O54889",
P14359,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12523,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12080,,,,"Q9UUI4","Q12080","Q6CHT5","Q7S8H5","Q4P3N4",,,"Q9NEU5",,"Q9W3C2",,,"Q32LR6",,,,,"Q96CS0;Q9NZM5;Q53YP0;Q7L4X7",,,"Q8VD18;Q8BK35;Q8R126;Q8BTX4","Q6QLN3",
Q07500,,,,,"Q07500",,,,,,,,,,,,,,,,,,,,,
P47101,,,,,,,,,,,,,,,,,,,,,,,,,,
P22148,,,,,"P22148",,,,,,,,,,,,,,,,,,,,,
P31380,,,,,"P31380",,,,,,,,,,,,,,,,,,,,,
P36118,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12527,,,,,,,,,,,,,,,,,,,,,,,,,,
P40892,,,,"Q09707","P40892",,,"Q4P215",,,,,,,,,,,,,,,,,,
Q12209,"Q93YQ9",,,"O94727","Q12209",,,,,,,,,,,,,,,,,,,,,
P25346,,,,,,,,,,,,,,,,,,,,,,,,,,
P32914,,,,"Q9P7K8","P32914",,"Q7S743",,,,,,,,,,,,,,,,,,,
Q12244,,,,"Q9P6I9","Q12244;P25611",,"Q7RY04;Q8X0L2",,,,,,,,,,,,,,,,,,,
P19524,,,,,"P19524",,,,"Q5AKW2",,,,,,,,,,,,,,,,,
Q86ZR7,,,,,,,,,,,,,,,,,,,,,,,,,,
Q06406,,,,,"Q06406",,,,,,,,,,,,,,,,,,,,,
P05738,,,,"O74905;Q10232","P51401;P05738","Q6C477","Q7SGA6",,,,,,,,,,,,,,,,,,,
Q06213,,,,,,,,,,,,,,,,,,,,,,,,,,
P54867,,,,,,,,,,,,,,,,,,,,,,,,,,
Q02794,,,,,,,,,,,,,,,,,,,,,,,,,,
P38739,,,,,,,,,,,,,,,,,,,,,,,,,,
P25582,"Q9SW10;Q8VZJ4",,,"O42832","P25582","Q6C9Q1","Q9P6V8","Q4P6G5","Q59KF3",,"Q5CCJ2;Q5CCJ3;Q9N5N9","Q17ME6","Q9VXK5",,,,"Q08B11;Q6NRQ6","Q5ZKM1",,,"Q8IY81;Q96SZ0",,,"Q9DBE9","Q5RJT2",
Q12461,"Q9ZPE6;Q9C5N3;Q8LAW6",,,"Q9P7H4","Q12461","Q6C712","Q7SEF9","Q4PCR0",,,,,,,,,,,,,,,,,,
P26321,,,,"Q76N21;O74306;P52822","P26321","Q6C4Z8","O59953","Q4P5H9","Q5AGZ7",,,,,,,,,,,,,,,,,
P33550,,,,,"P33550;P26725",,,,"Q8J0Q1;Q59TH1",,,,,,,,,,,,,,,,,
Q96VH5,,,,,,,,,,,,,,,,,,,,,,,,,,
P40462,,,,,,,,,,,,,,,,,,,,,,,,,,
P53030,,,,"O14363;O74836","P53030","Q6C3V2","Q7RZS0","Q4P4D2","Q59S75;Q9UVJ4",,,,,,,,,,,,,,,,,
P18562,"Q9FKS0;Q9LK34",,,"O13867","P18562","Q6BZS4","Q871N5","Q4P7P0","Q59QT3",,,,"Q8MQK4",,,,,,,,,,,,,
P38875,"Q9SFU4;Q949U5;Q3E6N2",,,"O94380","P38875","Q6CDW2","Q7S616",,,,,,"Q9W3G0",,,,,,,,,,,,,
Q12217,,,,,"Q04706;O74302;Q12217;Q03964;Q12266;Q12162;O13528;Q04215;Q12391;Q12085;Q99209;P47099;Q12441;Q03856;Q92392;Q6Q5H1;P08405;Q12470;Q12231;Q12485;P47097",,,,,,,,,,,,,,,,,,,,,
Q03063,,,,,,,,,,,,,,,,,,,,,,,,,,
P33301,,,,,"P33301",,,,,,,,,,,,,,,,,,,,,
Q07505,,,,,"Q07505",,,,,,,,,,,,,,,,,,,,,
P38881,,,,,,,,,,,,,,,,,,,,,,,,,,
P41058,,,,,"P41058",,,,,,,,,,,,,,,,,,,,,
Q12387,,,,,,,,,,,,,,,,,,,,,,,,,,
P38814,,,,,"P38814",,,,,,,,,,,,,,,,,,,,,
Q02872,,,,,"Q02872",,,,,,,,,,,,,,,,,,,,,
Q12285,,,,,,,,,,,,,,,,,,,,,,,,,,
P40580,,,,,"P40580",,,,,,,,,,,,,,,,,,,,,
P38795,"Q9C723",,,"O74940","P38795","Q6CGE0","Q8NIZ2","Q4P8K8","Q5ALW6",,"Q9XXK6","Q16Z66;Q16E59","Q9VYA0",,,"A5PLA8",,"Q5ZMA6",,,"Q6IA69",,,"Q711T7","Q812E8",
Q03714,,,,,"Q03714",,,,,,,,,,,,,,,,,,,,,
Q00453,,,,,"Q00453",,,,,,,,,,,,,,,,,,,"P16374",,
P11745,"Q9FHG0;Q9SJQ1",,,"P41391;P14605","P11745","Q6CEX2","Q7SGW2","Q4P6G7","Q5AJE2;Q5AJS1",,,,"Q9VV09","Q9BJD6",,,,,,,"Q7Z5L7",,,"Q9JLF7","Q66H32",
P53725,,,,,,,,,,,,,,,,,,,,,,,,,,
P40479,,,,"O13453","P40479;P38590",,"Q7SB61",,"P43078",,,,,,,,,,,,,,,,,
P43606,,,,,"P43606",,,,"Q59T96",,,,,,,,,,,,,,,,,
Q12091,,,,,"Q12091","Q6CGC8","Q7S981","Q4PCZ7","Q5A6R5",,,,,,,,,,,,,,,,,
P53062,,,,,"P53062",,,,,,,,,,,,,,,,,,,,,
Q03193,,,,,,,,,,,,,,,,,,,,,,,,,,
Q06440,,,,"O13923","Q06440","Q6CGG9","Q7RXM4","Q4P646","Q3MPF7",,,,,,,,,,,,,,,,,
P36005,,,,,"P36005",,"Q7RVR1",,,,,,,,,,,,,,,,,,,
P16151,,,,,"P16151",,,,,,,,,,,,,,,,,,,,,
Q12175,"Q9LTP4",,,,"Q12175",,,,,,,,,,,,,,,,,,,,,
P81449,,,,"Q9URV6","P81449",,"Q7S2K6","Q4P9Y8",,,,,,,,,,,,,,,,,,
P53239,,,,,"P53239;Q45U24","Q6C1U1",,,"Q5AK74",,,,,,,,,,,,,,,,,
Q06340,,,,,,,,,,,,,,,,,,,,,,,,,,
P53227,,,,,,,,,,,,,,,,,,,,,,,,,,
P40518,,,,"Q10316","P40518","Q6C6B4","Q9P3H9","Q4PBX5","Q59RN2",,,,,,,,,,,,,,,,,
P38286,,,,"Q10245","P38286","Q6CHP1","Q7RYE5","Q4P622","Q59V93",,,,,,,,,,,,,,,,,
P41812,,,,,"P41812",,"Q7SHW4",,,,,,,,,,,,,,,,,,,
Q03177,,,,,,,,,,,,,,,,,,,,,,,,,,
P49573,,,,,,,,,,,,,,,,,,,,,,,,,,
P38075,,,,"Q9UTQ1","P38075","Q6C946","Q7S8J8","Q4PA54","Q5A6K4;Q5A6U7",,,,,,,,,,,,"Q9NVS9",,,"Q91XF0","O88794",
P47157,,,,,,,,,,,,,,,,,,,,,,,,,,
P35732,,,,,"P35732",,,,,,,,,,,,,,,,,,,,,
P34237,"Q9LS42",,,"O59795","P34237","Q6CBH0",,,,,"Q8IA98",,,,,"Q6DI42",,"Q90765",,,"Q13948",,,"Q9JJB6;Q6AXG1;P70403",,
P39998,,,,,"P39998",,,,,,,,,,,,,,,,,,,,,
P31755,,,,,"P31755",,,,,,,,,,,,,,,,,,,,,
P09733,,,,"P04688;P04689","P09733;P09734","Q6C5C0","P38669",,"P87066",,,,,,,,,,,,,,,,,
P53718,,,,,,,,,,,,,,,,,,,,,,,,,,
P39013,,,,"Q9USZ7","P39013","Q6C370",,,"Q5AJ82",,,,,,,,,,,,,,,,,
P42840,"Q8RXP6",,,"P54069","P42840",,"Q7SDX9",,"Q5ACL5",,,,,,,,,,,,,,,,,
Q12250,,,,"Q9UTM3","Q12250","Q6C9M3","Q7SH78",,,,,,,,,,,,,,,,,,,
Q12416,,,,,,,,,,,,,,,,,,,,,,,,,,
Q04598,,,,,,,,,,,,,,,,,,,,,,,,,,
P07276,,,,"P28706","Q6B273;P07276","Q6C8E7","Q7SG44",,"Q59TL2",,,,,,,,"P14629","Q4AEJ2",,,"P28715",,,"Q3TPQ3;P35689",,
Q08926,,,,,,,,,,,,,,,,,,,,,,,,,,
P30606,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12463,,,,,,,,,,,,,,,,,,,,,,,,,,
P36162,,,,,"P36162","Q6CGR3","Q872U7","Q4PGZ3","Q59ZG8",,,,,,,,,,,,,,,,,
P53088,"Q8GZ19;O64862",,,"O94282","P53088","Q6C8R5",,"Q4P6R3",,,"O76365",,"Q9V531",,,"Q803X1",,,,,"Q7Z7A3",,,"Q99J10",,
P06782,,,,"Q6LEP6;O74536","P06782","Q6CAK0","Q872H0",,"Q5A1R0;P52497;Q5A1W7",,"Q95ZQ4","Q173G6","Q5U118;O18645",,,,,"Q2LAI0",,,"P54646",,,"Q8BRK8;A2A9J8",,
Q12087,,,,"O42952","Q12087","Q6C1N9",,,,,,,,,,,,,,,,,,,,
Q01560,,,,,,,,,,,,,,,,,,,,,,,,,,
P49167,,,,"Q9USR7;Q09900","P49167",,"Q9C2B9","Q4PA41",,,,,,,,,,,,,,,,,,
P39980,,,,,"Q66RC0;P39980",,,,,,,,,,,,,,,,,,,,,
Q03036,,,,,"Q03036",,,,,,,,,,,,,,,,,,,,,
P40308,,,,,"P40308","Q6C8R8",,,,,,,,,,,,,,,,,,,,
Q99189,,,,,,,,,,,,,,,,,,,,,,,,,,
P21965,,,,,"P21965",,,,"Q59S81",,,,"Q9VGJ0",,,,,,,,,,,,,
P21192,,,,,"P21192",,,,,,,,"P25932",,,,,,,,,,,,,
Q06640,,,,,,,,,,,,,,,,,,,,,,,,,,
Q03034,,,,,"Q03034",,,,"Q5A8L9",,,,,,,,,,,,,,,,,
P38903,,,,"P78759;Q10428","P38903","Q6C7K1","Q9C260;Q7S7P2","Q4PAJ0","Q59Q44",,,,,,,,,,,,,,,,,
P12754,"Q9M999;Q9FFV8;O80577",,,"Q09924","P12754","Q6C7J9","Q7RXW3","Q4P0P5","Q5ADR6",,,"Q16LW1","Q0E8X6;Q9W1Q8;Q494L6;Q8MPP1",,,"Q5RIE1;Q5RIE2","Q3KQG3;Q5I013;Q0P3R7",,,,"Q71US4;Q9UI10;Q9Y3W7;Q53RY7",,"P41111","Q3TYW7;Q61749","Q63186",
P33448,,,,,,,,,,,,,,,,,,,,,,,,,,
P08067,"Q9LYR2",,,"Q09154","P08067","Q6CI02","P07056","Q4P7T8","Q5ANK8",,,,"Q9VQ29",,,,,,,,,,,,,
P40560,,,,"Q10225","P40560",,,,,,,,,,,,,,,,,,,,,
P23180,,,,,"P23180","Q6C1G9",,,,,,,,,,,,,,,,,,,,
Q03144,"Q8LAD0",,,"Q9UTE4","Q03144;P43544;P53823","Q6C568","Q9C1K5",,"Q5AIA5;Q5AJ35",,,,,,,,,,,,,,,,,
P53982,,,,,"P53982;P41939",,,,,,,,,,,,,,,,,,,,,
P48439,,,,,,,,,,,,,,,,,,,,,,,,,,
P32523,"Q94BR4;O22785;Q3EBP5",,,"O14011","Q8NJV2;P32523","Q6CD42","Q7SBP2","Q4PIF1","Q5ADV1",,"Q10051","Q16EG4","Q9V3B2",,,"Q7ZV92","Q7ZXW4","Q5ZMA2",,,"Q9UMS4",,,"Q99KP6;Q4ADG5","Q9JMJ4",
Q03640,,,,"O14065","Q03640",,"Q7SEG5","Q4P4Z6","Q5AI49",,,,,,,,,,,,,,,,,
P47085,,,,"Q10212","P47085","Q6CB70",,,"Q59ZY1",,,,,,,,,,,,,,,,,
P27999,"Q6NLH0;Q8L5V0",,,"O74635","P27999","Q6C1C2","Q7SBJ7",,,,"Q965S0",,"P36958",,,,,,,,"P36954",,,,,
P20486,,,,"P08463","P20486","Q6C172","Q7SEY5","Q4P9K3",,,"Q95XM4",,,,,,,,,,,,,,,
P32604,,,,"Q9URZ7","P32604","Q6C5J2","Q7S2P1",,,,,,,,,,,,,,,,,,,
P22804,,,,,,,,,,,,,,,,,,,,,,,,,,
P33306,,,,,,,,,,,,,,,,,,,,,,,,,,
P40027,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12362,,,,"Q09709","Q12069;Q12362",,,,,,,,,,,,,,,,,,,,,
P25649,,,,,"P25649",,,,,,,,,,,,,,,,,,,,,
Q00711,"O82663;Q9ZPX5",,,"Q9UTJ7","Q00711;P47052",,,,,,,,,,,,,,,,,,,,,
P36151,,,,,"P36151","Q6CI71",,,,,,,,,,,,,,,,,,,,
P53155,,,,,"Q6Q536;P53155",,,,,,,,,,,,,,,,,,,,,
Q12368,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2V2P1,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3E827,,,,,,,,,,,,,,,,,,,,,,,,,,
P05739,,,,"P79071","Q02326;P05739","Q6C4C8","Q6MUZ7","Q4PC87","Q9P834",,"P47991",,"Q9V9W2;Q9V9W3",,,,,,,,,,,,,
