E. coli K12 gene,"Pseudomonas aeruginosa","Pseudomonas fluorescens","Salmonella typhimurium","Yersinia pestis","Vibrio cholerae","Vibrio fischeri ES114","Vibrio fischeri MJ11","Haemophilus influenzae","Rickettsia prowazekii","Helicobacter pylori","Staphylococcus aureus","Bacillus subtilis","Bacillus anthracis","Streptococcus pneumoniae","Deinococcus radiodurans","Chlamydia trachomatis","Chlamydophila pneumoniae","Aquifex aeolicus","Thermotoga maritima","Mycobacterium tuberculosis","Nocardia farcinica","Streptomyces coelicolor","Borrelia burgdorferi","Treponema pallidum","Mycoplasma genitalium","Mycoplasma pneumoniae","Sulfolobus solfataricus","Aeropyrum pernix","Halobacterium salinarum","Pyrococcus furiosus"""
TYSY_ECOLI,"Q9I6F1",,"Q8ZMA9","Q8ZHV1",,,,,,,"P0A0M5","P11044","Q81R23",,"Q9RR67",,,,,"P67044","Q5YPL7",,,,"P47469","P78029",,,,
UBIC_ECOLI,,,"Q8ZKI0","Q8ZJ20","Q9KVP6","Q5E206",,,,,,,,,,,,,,,,,,,,,,,,
UBID_ECOLI,"Q9HTV3",,"Q9L6M0",,,,,,"Q9ZCD6",,,,,,,,,,,,,,,,,,,,,
UBIE_ECOLI,"Q9HUC0",,,"Q8D1I3","Q9KVQ6",,,,,,,"P31113","Q81SW0",,,,,,,,,,,,,,,,,
UBIF_ECOLI,,,"Q8ZQY2","Q8ZDE7","Q9KTD9","Q5E6U1",,,,,,,,,,,,,,,,,,,,,,,,
UBIG_ECOLI,"Q9HZ63",,"P37431","Q8ZGR6","Q9KSJ9","Q5E5J8",,,,,,,,,,,,,,,,,,,,,,,,
UBIH_ECOLI,"Q9HTW7",,"Q8ZM73","Q8ZHI4","Q9KP98","Q5E300",,,,,,,,,,,,,,,,,,,,,,,,
UDP_ECOLI,,,"CAA73795;P0A1F6","Q8D1I4","Q9K4U1;Q9KT71","Q5E4N0",,"1174872;P43770",,,,,,,,,,,,,,,,"O83990",,,,"Q9YDC0;Q9YA34","Q9HR25",
UGPC_ECOLI,,,"Q8ZLF4","16123927;Q74R28",,,,,,,,,,,,,,,,,,,,,,,,,,
UGPQ_ECOLI,,,"Q8ZLF5",,,"Q5DYW8",,,,,"Q7DJC4;Q3YK38",,,,,,,,,,,,,,,,,,,
UHPC_ECOLI,,,"P27669","Q0WA13;Q8CZL9",,,,,,,,,,,,,,,,,,,,,,,,,,
ULAA_ECOLI,,,"Q8ZK90",,,,,,,,,,,,,,,,,,,,,,,,,,,
ULAC_ECOLI,,,"Q8ZK88",,"Q9KMS5",,,,,,,,,,,,,,,,,,,,,"P75292",,,,
ULAD_ECOLI,,,"Q8ZK87",,"Q9KMS8",,,"P44988",,,,,,,,,,,,,,,,,,"P75293",,,,
ULAE_ECOLI,,,"Q8ZK86",,,,,,,,,,,,,,,,,,,,,,,,,,,
ULAF_ECOLI,,,"Q8ZK85",,"Q9KMS6",,,,,,,,,,,,,,,,,,,,,,,,,
ULAG_ECOLI,,,,,"Q9KMS2",,,,,,,,,,,,,,,,,,,,,,"Q97UI1",,"Q9HR59",
UPP_ECOLI,"Q9HVE6",,"P0A2M5","Q8ZCX9","Q9KPY7","Q5E3H4",,"P43857",,,,,,,,,,,,,,,,,,,,,,
URK_ECOLI,,,"P67408","Q8ZFZ9","Q9KT67","Q5E3Z9",,"P44533",,,,,,,,,,,,,,,,,,,,,,
USG_ECOLI,"O87014",,"Q7CQ39",,,,,,,,,,,,,,,,,,,,,,,,,,,
USPA_ECOLI,,,"Q8ZLD7","Q8ZA49",,,,"P44880",,,,,,,,,,,,,,,,,,,,,,
USPC_ECOLI,,,"Q9RM66",,,,,,,,,,,,,,,,,,,,,,,,,,,
USPG_ECOLI,,,,,"Q9KUT7","Q5E879",,,,,,,,,"Q9RSJ2",,,,,,,,,,,,,,,
UUP_ECOLI,,,"Q8ZQ72","Q74VU9;Q8D052",,"Q5E5B2",,,,,,,,,,,,,,,,,,,,,,,,
UVRA_ECOLI,"Q9HWG0",,,,"Q9KUW5","Q5E810",,"P44410",,,,,,,,,,,,,,,,,,,,,,
UVRB_ECOLI,"P72174",,"Q8ZQQ4","Q8ZGW7",,"Q5E6B5",,"P45125","Q9ZDW2",,,"P37954","Q81X47","Q54986","Q9RS52","O84590","Q9Z7A5",,,,"Q5YYJ3","Q8CK11",,,,,,,"Q9HMT9",
UVRC_ECOLI,"Q9I0Q1","P32966","O66041","Q8ZF52","Q9KSP2","Q5E4C5",,"P44489","Q9ZCX9","P56428","Q9ZEH3","P14951","Q81L74","Q97S07","Q9RUN0;Q9S0M8","O84796","Q9Z6W6","O67887","Q9WYA3;126031195","P67426","Q5YTP9","Q9Z512","O51413","O83485","P47448","P75350",,,"Q9HMU5",
UVRD_ECOLI,"Q9L7T3",,"Q05311","16123976;Q8D1J9","Q9KVF6","Q5E8T3",,"Q02322",,,,,,,,,,,,,,,,,,,,,,
UVRY_ECOLI,"Q51373","Q83UP2",,"Q8ZF53","Q9KSP3;Q9ZH73","Q5E4C4",,,,,,,,,,,,,,,,,,,,,,,,
UXAA_ECOLI,,,,"Q7CGC7",,,,,,,,"O34673",,,,,,,,,,,,,,,,,,
UXAC_ECOLI,,,"Q8ZM23","Q8ZIC6",,,,,,,,,,,,,,,,,,,,,,,,,,
UXUR_ECOLI,,,"Q8ZK01","Q7CHD6;Q74VJ7",,,,"P44487",,,,,,,,,,,,"P67739",,"O88071",,,,,,,,
VACJ_ECOLI,,,"Q7CQ32","Q0WDE8;Q8D0V1","Q9KQF0","Q5E3T6",,"P44042",,,,,,,,,,,,,,,,,,,,,,
VISC_ECOLI,,,,"Q8CZW2","Q9KP99","Q5E301",,,,,,,,,,,,,,,,,,,,,,,,
WCAA_ECOLI,,,"Q9F7B0",,,,,,,,,,,,,,,,,,,,,,,,,,,"Q8U2R3"""
WCAD_ECOLI,,,"Q9F7A7",,,,,,,,,,,,,,,,,,,,,,,,,,,
WCAF_ECOLI,,,"Q9F7A5",,,,,,,,,,,,,,,,,,,,,,,,,,,
WCAI_ECOLI,,,"Q8ZNR1;Q9F7A1",,,,,,,,,,,,,,,,,,,,,,,,,,,
WCAK_ECOLI,,,"Q9F797",,,,,,,,,,,,,,,,,,,,,,,,,,,
WCAM_ECOLI,,,"P26389",,,,,,,,,,,,,,,,,,,,,,,,,,,
WECB_ECOLI,"Q8KHM3;Q8KN81",,"Q9L6R5","Q8ZAE3","Q9KTI5",,,,,,,,,,,,,,,,,,,,,,,,,
WECF_ECOLI,,,"Q9L6Q8","Q8ZAF0",,,,,,,,,,,,,,,,,,,,,,,,,,
WECG_ECOLI,,,"P37457",,,,,,,,,,,,,,,,,,,,,,,,,,,
WRBA_ECOLI,,,"Q8ZQ40","Q8ZF61",,,,,,,,,,,,,,,,,,,,,,,,,,
WZC_ECOLI,,,"Q9F7B1",,,,,,,,,,,,,,,,,,,,,,,,,,,
WZXC_ECOLI,,,,,,,,,,,,"O32273",,,,,,,,,,,,,,,,,,
WZXE_ECOLI,,,"Q9L6Q9",,,,,,,,,,,,,,,,,,,,,,,,,,,
WZYE_ECOLI,,,"P37458",,,,,,,,,,,,,,,,,,,,,,,,,,,
XAPA_ECOLI,,,,"16121467;NP_404780",,,,,,,,,,,,,,,"Q9X1T2",,,"Q9EWV2",,,,,,,,
XAPR_ECOLI,,,"Q8ZN96","Q74W91",,,,,,,,,,,,,,,,,,,,,,,,,,
XDHC_ECOLI,,,,,,,,,,,,,,,,,,,,,,"Q9L1R7",,,,,,,,
XERC_ECOLI,"Q51566","Q8VS06","P55888","Q8D1K0","Q9KVL4","Q5E1W8",,"P44818",,,,,,,,,,,,,,,,,,,,,,
XERD_ECOLI,"Q9HXQ6","Q5IV19","P0A2P6","Q8ZHK1","Q9KPE9","Q5E7Q3",,"P44630","Q9ZDG8",,,"P46352","Q81MD8",,,,,,,,,,,,,,,,,
XNI_ECOLI,,,"Q8ZMC9","16121332;Q7CH07","Q9KTK4","Q5E7A7",,,,,,,,,,,,"O67550",,,,,,,,,,,,
XYLB_ECOLI,,,"Q8ZL91","16124159",,,,,,,,,,,,,,,,,,,,,,,,,,
XYLE_ECOLI,,,"Q8ZK64",,,,,,,,,,,,,,,,,,,"Q9ZBQ1",,,,,,,,
XYLF_ECOLI,,,,"16124157",,,,"P45047",,,,,,,,,,,,,,,,,,,,,,
XYLG_ECOLI,,,,"Q8Z9Z3",,,,"P45046",,,,,,,,,,,,,,,,,,,,,,
XYLS_ECOLI,,,"Q8ZL35",,,,,,,,,,,,,,,,"Q9WYE4",,,"Q8CK39",,,,,,,,
YAAI_ECOLI,,,"Q8ZS14",,,,,,,,,,,,,,,,,,,,,,,,,,,
YAAJ_ECOLI,,,"Q8ZS16",,,,,,,,,,,,,,,,,,,,,,,,,,,
YAAU_ECOLI,,,"Q8ZRW7",,,,,,,,,,,,,,,,,,,,,,,,,,,
YAAY_ECOLI,,,"Q7CR94",,,,,,,,,,,,,,,,,,,,,,,,,,,
YABI_ECOLI,,,"Q8ZRV3","Q7CGA2",,,,,,,,,,,,,,,,,,,,,,,,,,
YACF_ECOLI,,,,"Q8ZBH9","Q9KPE2","Q5E2R1",,,,,,,,,,,,,,,,,,,,,,,,
YACG_ECOLI,"Q9HVP7",,,"Q8ZBH8","Q9KPE1","Q5E2R0",,"P44921",,,,,,,,,,,,,,,,,,,,,,
YACH_ECOLI,,,"Q8ZRS9",,,,,,,,,,,,,,,,,,,,,,,,,,,
YADE_ECOLI,,,"Q8ZRR2",,,,,,,,,,,,,,,,,,,,,,,,,,,
YADI_ECOLI,,,"Q8ZRR3",,,,,,,,,,,,,,,,,,,,,,,,,,,
YAEB_ECOLI,,,"Q8ZRN2",,"Q9KTM6","Q5E718",,,,,,,,,,,,,,,,,,,,,,,,
YAEI_ECOLI,,,,,,,,,,,,,,,"Q9RRY7","O84467","Q9Z7X6",,,,,,,,,,"Q97VA5",,,
YAEJ_ECOLI,,,,"Q0WHX8;Q8CZZ2",,"Q5DYC1",,,,,,,,,,,,,,,,,,,,,,,,
YAEQ_ECOLI,,,,,,"Q5E5T3",,,,,,,,,,,,,,,"Q5Z0L2",,,,,,,,,
YAER_ECOLI,,,"Q8ZRN6",,"Q9KL58",,,,,,,"P45871","Q81V92",,,,,,,,,,,,,,,,,
YAFC_ECOLI,"Q9I2N6",,"Q8ZRM6",,,,,,,,,,,,,,,,,,,,,,,,,,,
YAFE_ECOLI,,,"Q8ZRM3",,,,,,,,,,,,,,,,,,,,,,,,,,,
YAFJ_ECOLI,"Q9I437",,"Q8ZRJ6","16123401","Q9KPY3",,,"P44098",,,,,,,,,,,,"O53409",,,,,,,,,,
YAFL_ECOLI,"O68828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YAFP_ECOLI,,,"O86935",,,,,,,,,,,,,,,,,,,,,,,,,,,
YAFS_ECOLI,"Q9I2T0",,"Q8ZRM1",,"Q9KPX7","Q5E3G4",,,,,,,,,,,,,,,,,,,,,,,,
YAFV_ECOLI,"Q9HXK0",,"Q8ZRJ8",,,,,,,,"P55177","O31664","Q81MJ4",,,,,,,,,,,,,,,,,
YAGH_ECOLI,,,,,,,,,,,,"P94489",,,,,,,,,,,,,,,,,,
YAGS_ECOLI,,,,,,,,,,,,,,,"Q9RYS6",,,,,,,,,,,,,,,
YAGT_ECOLI,"Q9I2H3",,,,,,,,,,,,,,"Q9RYS5",,,,,,,"Q9EWZ2",,,,,,,,
YAGU_ECOLI,,,,"Q8CLK2",,,,,,,,,,,,,,,,,,,,,,,,,,
YAGV_ECOLI,,,,,"Q5PXN5",,,,,,,,,,,,,,,,,,,,,,,,,
YAHO_ECOLI,,,"Q9F2D2","Q8CZK0;Q0WKH2",,,,,,,,,,,,,,,,,,,,,,,,,,
YAII_ECOLI,"Q9HTU7",,"P67334","Q8ZCF8","Q9KTM1","Q5E7A0",,,,,,"P17868","Q81NV9",,,,,,,,,,"O51060","O83817",,,,,,
YAIW_ECOLI,"Q9I0E7",,"Q8ZRF4",,,,,,,,,,,,,,,,,,,,,,,,,,,
YAJI_ECOLI,,,"Q8ZRD6",,,,,,,,,,,,,,,,,,,,,,,,,,,
YAJO_ECOLI,,,"Q8ZRD2",,,,,,,,,,,,,,,,,,,"Q8CK46",,,,,,,,
YAJR_ECOLI,"Q9HWG1",,"Q8ZRC8",,,,,,,,,,,,,,,,,,,,,,,,,,,
YBAB_ECOLI,"Q9I3I0",,,"Q8ZC96","Q9KT50",,,"P44711","Q9ZCA0","O24876",,"P24281","Q81W17",,"Q9RXV7","O84339","Q9Z9E2",,"Q9WZF3","P0A654",,"Q9XAI3",,,"P47380","P75502",,,,
YBAK_ECOLI,"Q51388",,"P37174","Q0WCI0;Q8D141","Q9KQ32","Q5E3V9",,"P45202",,,,"O31650","Q81N42","Q97R49",,,,,,,"Q5YQV5","Q9S2T1",,,,,,,,
YBAL_ECOLI,"Q9HT55",,"Q8ZR99","16123268",,,,,,,,,,,,,,,,,,,,,,,,,,
YBAM_ECOLI,,,,"Q8D150;Q0WCF5","Q9KQY9","Q5E645",,,,,,,,,,,,,,,,,,,,,,,,
YBAW_ECOLI,,,,"NP_406626",,,,,,,,,,,,,,,,,,,,,,,,,,
YBAY_ECOLI,,,"Q8ZRB1","Q7CK19","Q9KT41",,,,,,,,,,,,,,,,,,,,,,,,,
YBAZ_ECOLI,"Q9X3S4",,,"16123301","Q9KT40","Q5E4H6",,,,,,,,,"Q9RX87",,,,,,,,,,,,,,,
YBBJ_ECOLI,"Q9HTX9",,"Q7CR12",,"Q9KTC7","Q5E159",,,,,,,,,,,,,,,,,,,,,,,,
YBBN_ECOLI,"Q9HWW7",,,,"Q9KTC5","Q5E6R8",,,,,,,,,,,,,,,,,,,,,,,,
YBBO_ECOLI,,,"Q7CR11","Q8ZCB2;Q7CJZ4","Q9KTC3","Q5E6R7","B5FBY6",,,,,"P37959",,,,,,,,,,,,,,,,,,
YBBP_ECOLI,"Q9HZY6",,"Q8ZR90","Q8D139;Q0WCJ0","Q9KLG3","Q5DYN4",,,,,,,,,,,,,,,,,,,,,,,,
YBBY_ECOLI,,,"Q8ZR79",,,,,,,,,,,,,,,,,,,,,,,,,,,
YBCI_ECOLI,"Q9HUK3",,"Q8ZR65",,,,,,,,,,,,,,,,,,,,,,,,,,,
YBCJ_ECOLI,,,,"Q7CJY8",,,,,,,,"P05650","Q81W33",,"Q9RUJ5",,,,,,"Q5Z3P4",,,,,,,,,
YBCL_ECOLI,,,"Q8ZQ63",,"Q9KT30",,,,,,,,,,,,,,,,,,,,,,,,,
YBDH_ECOLI,,,"Q8ZR27","Q8D080;16121827",,,,,,,,,,,,,,,,,,,,,,,,,,
YBDJ_ECOLI,,,"Q8ZR42",,,,,,,,,,,,,,,,,,,,,,,,,,,
YBDL_ECOLI,"Q9HXJ9",,"Q8ZR26",,,,,,,,,,,,,,,,,,,,,,,,,,,
YBDR_ECOLI,"Q9I1S7",,"Q8ZR17",,,,,,,,,,,,,,,,,,"Q5YY94","Q9XAM4",,,,,,,,
YBDZ_ECOLI,,,"Q8ZR38",,,,,,,,,,,,,,,,,,,,,,,,,,,
YBEA_ECOLI,"Q9HX23",,"P67520","Q8ZDG3","Q9KTF1","Q5E6V2",,"P44470",,,,,,,"Q9RWP7",,,,,,,,,,,,,,,
YBEM_ECOLI,,,"Q8ZR05",,,,,,,,,,,,,,,,,,,,,,,,,,,
YBEY_ECOLI,"Q9HX37",,"O87574",,"Q9KTE2","Q5E6U4",,"P71335","O05960","O25775",,"P46347",,"Q97R63","Q9RSN2",,,"O67367","Q9X1J7",,"Q5YZW3","Q9L2L4","O51087","O83656",,,,,,
YBFE_ECOLI,,,"Q7CQY2",,,,,,,,,,,,,,,,,,,,,,,,,,,
YBFF_ECOLI,,,"Q8ZQX0","16122848","Q9KQA3",,,"Q57427",,,,,,,,,,,,,,,,,,,,,,
YBFM_ECOLI,,,,"Q74W22;Q7CJU1",,,,,,,,,,,,,,,,,,,,,,,,,,
YBGA_ECOLI,,,,"Q74SS8",,,,,,,,,,,,,,,,,,,,,,,,,,
YBGD_ECOLI,,,,"Q8CZH3;Q0W9Y3",,,,,,,,,,,,,,,,,,,,,,,,,,
YBGI_ECOLI,"Q9HVX2",,,"Q8ZD91","Q9KQA7","Q5E6N4",,"Q57354",,,,,,,"Q9RY41","O84110","Q9Z946",,,,,,"O51424","O83942",,,,,"Q9HP80","Q8U1Y9"""
YBGJ_ECOLI,,,,,,,,"P44299",,,,,,,,,,,,,,,,,,,,,,
YBGK_ECOLI,,,"Q8ZQV7",,,,,,,,,,,,,,,,,,,,,,,,,,,
YBGL_ECOLI,,,"Q8ZQV6","Q8ZD89",,,,"P45347",,,,"P42963","Q81NT0",,,,,,,,,,,,,,,,,
YBGP_ECOLI,,,"Q8ZM91","16124161;Q8CZH6",,,,,,,,,,,,,,,,,,,,,,,,,,
YBHA_ECOLI,,,"Q8ZQR5","Q7CH63",,,,,,,,,,,,,,,,,,,,,,,,,,
YBHB_ECOLI,,,"Q8ZQQ8",,,,,,,,,,,,,,,,,,,,,,,,,,,
YBHC_ECOLI,,,"Q8ZQR3",,,,,,,,,,,,,,,,,,,,,,,,,,,
YBHG_ECOLI,,,"Q8ZQP0",,,,,,,,,,,,,,,,,,,,,,,,,,,
YBHK_ECOLI,,,,"P58589",,"Q5E6B2",,,,,,,,,,,,,,"P71691","Q5YTQ1",,,,,,,,,
YBHL_ECOLI,,,"Q8ZQP9","Q7CH71",,,,,,,,,,,,,,,,,,,,,,,,,,
YBIB_ECOLI,"Q9I0M9",,"Q8ZQN6","16122741",,,,,,,,,,,,,,,,,,,,,,,,,,
YBIJ_ECOLI,,,"Q7CQW3",,,,,,,,,,,,,,,,,,,,,,,,,,,
YBIO_ECOLI,,,"Q8ZQN3",,,,,,,,,,,,,,,,,,,,,,,,,,,
YBIU_ECOLI,,,"Q8ZQM7",,,,,,,,,,,,,,,,,,,,,,,,,,,
YBJC_ECOLI,,,"Q8ZQK2",,,,,,,,,,,,,,,,,,,,,,,,,,,
YBJD_ECOLI,,,"Q8ZQE6",,,,,,,,,,,,,,,,,,,,,,,,,,,
YBJE_ECOLI,,,,,"Q9KSV5","Q5E6F7",,"P44201",,,,,,,,,,,,,,,,,,,"Q97WN6","Q9YBX3",,
YBJG_ECOLI,,,"O30906;Q8ZQK9;AAB80740","Q8D031;Q0WH89",,,,,,,,,,,,,,,,,,,,,,,,,,
YBJT_ECOLI,,,"Q8ZQF2","Q7CHH7","Q9KRK8","Q5E6G8",,,,,,,,,,,,,,,,,,,,,,,,
YBJX_ECOLI,,,"Q93ED5","Q7CHI1",,,,,,,,,,,,,,,,,,,,,,,,,,
YCAI_ECOLI,,,"Q8ZQC3","Q74VT3","Q9KQW8","Q5E0F3",,"P44408",,,,,,,,,,,,,,,,,,,,,,
YCAK_ECOLI,"Q9I4B3",,,,,,,"P45245",,,,,,,,,,,,,,"Q9ZBG6",,,,,,,,
YCAL_ECOLI,,,"Q8ZQC5",,,,,,,,,,,,,,,,,,,,,,,,,,,
YCAO_ECOLI,"Q9I2H8",,"Q8ZQC7","Q8D045",,,,"P44144",,,,,,,,,,,,,,,,,,,,,,
YCAP_ECOLI,,,,,,,,,,,,,,,"Q9RYA2",,,,,,,,,,,,,,,
YCAQ_ECOLI,"Q9HZZ9",,"Q8ZQC1",,,,,,,,,,,,,,,,,,"Q5YSX2","Q9KYX4",,,,,,,,
YCBB_ECOLI,,,"Q8ZQB5",,"Q9KSI8",,,,,,,,,,,,,,,,,,,,,,,,,
YCBF_ECOLI,,,"Q8ZS04;Q9RH98;Q9X609",,,,,,,,,,,,,,,,,,,,,,,,,,,
YCBL_ECOLI,,,"Q8ZQB3","16121689","Q9KSI6","Q5E5K7",,"Q57544",,,,"P54501","Q81LX4","Q97PH1","Q9RRD5",,,,,"P64261",,"Q9KXP1;Q9EWT1",,,,,"Q97U88","Q9YCJ7",,
YCBR_ECOLI,,,"Q9X605",,,,,,,,,,,,,,,,,,,,,,,,,,,
YCBS_ECOLI,,,"Q8ZS06;Q9WW45",,,,,,,,,,,,,,,,,,,,,,,,,,,
YCBU_ECOLI,,,"Q9X607",,,,,,,,,,,,,,,,,,,,,,,,,,,
YCBV_ECOLI,,,"Q9X608",,,,,,,,,,,,,,,,,,,,,,,,,,,
YCBW_ECOLI,,,,"Q7CHK5","Q9KRZ3","Q5E5B5",,,,,,,,,,,,,,,,,,,,,,,,
YCBX_ECOLI,,,"Q8ZQ74","16121697",,,,,,,,,,,,,,,,,,,,,,,,,,
YCBY_ECOLI,"Q9HZG0",,,,"Q9KRZ5","Q5E5B4",,"P44524",,,,,,,,,,,,,,,,,,,,,,
YCCA_ECOLI,"Q03268",,"Q8ZQ61",,,"Q5E4L5",,,,,,,,,,,,,,,,,,,,,,,,
YCCF_ECOLI,,,"Q7CQT3","Q7CHL7","Q9KKQ1","Q5E4W5",,,,,,,,,,,,,,"O53882","Q5Z246","Q9F2V1",,,,,,,,
YCCW_ECOLI,,,"Q8ZQ64",,"Q9KSA5","Q5E4P6",,,,,,,,,,,,,,,,,,,,,,,,
YCDB_ECOLI,,,,,,,,,,,,"P39597",,,,,,,,,"Q5YZF4","Q9RKQ2",,,,,,,,
YCDO_ECOLI,,,,"Q0WFT9",,,,,,,,,,,,,,,,,,,,,,,,,,
YCDX_ECOLI,,,,"Q8ZEW6",,,,,,,,,,,,,,,,,,,,,,,,,,
YCDZ_ECOLI,,,"O54290",,"Q9KM46","Q5DYR5",,,,,,,,,,,,,,,,,,,,,,,,
YCEA_ECOLI,"Q9I583","Q8KM19","Q8ZQ23","Q8ZDV4",,,,,,,,"O31457",,,,,,,,,,,,,,,,,,
YCEB_ECOLI,,,,"Q8D0E7;Q0WFB7",,,,,,,,,,,,,,,,,,,,,,,,,,
YCEF_ECOLI,"Q9HZN2",,"P58627","P58635","Q9KQH1","Q5E405",,,,,,,,,,,,,,,,,,,,,,,,
YCEG_ECOLI,"Q9HZN7",,"Q8ZQ13","Q8D0Q7;Q74TD0","Q9KQI1","Q5E415",,"P44720",,,,,,,,,,,,,,,,,,,,,,
YCEH_ECOLI,"Q9HYF3",,,"Q7CIB2","Q9KLK3","Q5DZX2",,,,,,,,,,,,,,,,,,,,,,,,
YCFC_ECOLI,"Q9I0L1",,,"Q8ZFQ6","Q9KSX9","Q5E3W6",,"P44796",,,,,,,,,,,,,,,,,,,,,,
YCFD_ECOLI,,,"Q8ZPZ7","Q8D0Q3",,,,,,,,,,,,,,,,,,,,,,,,,,
YCFL_ECOLI,,,"Q8ZQ09","Q8D0Q6","Q9KQV3","Q5E5R5",,"P44084",,,,,,,,,,,,,,,,,,,,,,
YCFQ_ECOLI,,,"Q8ZQ04",,,,,,,,,,,,,,,,,,,,,,,,,,,
YCFS_ECOLI,,,"Q8ZQ02","Q8D0M4",,,,,,,,,,,,,,,,,,,,,,,,,,
YCGE_ECOLI,,,"P58398",,,,,,,,,,,,,,,,,,,,,,,,,,,
YCGJ_ECOLI,,,"Q8ZQH6",,,,,,,,,,,,,,,,,,,,,,,,,,,
YCGK_ECOLI,,,"Q8ZMZ1",,,,,,,,,,,,,,,,,,"Q5YYU2",,,,,,,,,
YCGM_ECOLI,"Q9I6H3",,"Q7CQE2","Q74U29;Q8D0F9;16122321",,,,,,,,,,,,,,,,,,,,,,,,"Q9YG48",,
YCGN_ECOLI,"Q9I445",,"Q8ZP12","Q8ZES0","Q9KT47","Q5E491",,"P44168",,,,,,,,,,,,,,,,,,,,,,
YCGR_ECOLI,,,"Q8ZP19","Q7CK58",,,,,,,,,,,,,,,,,,,,,,,,,,
YCHE_ECOLI,,,"Q7CQF4",,"Q9KQG3",,,,,,,,,,,,,,,,,,,,,,,,,
YCHN_ECOLI,,,,"16123292",,,,,,,,,,,,,,,,,,,,,,,,,,
YCHO_ECOLI,,,"Q8ZP33",,,,,,,,,,,,,,,,,,,,,,,,,,,
YCIF_ECOLI,,,"Q7CQF9",,,,,,,,,,,,,,,,,,,,,,,,,,,
YCIH_ECOLI,"Q9HUX0",,"P0A2G7","16122457;Q7CIL1","Q9KM19","Q5E003",,"P45116",,,,,,,,,,,,,,,,,,,,"Q9YBG9","Q9HME3","Q8U006"""
YCII_ECOLI,"Q9HZ38",,,,"Q9KRE0","Q5E628",,"P44887",,,,,,,,,,,,,,,,,,,,,,
YCIQ_ECOLI,,,,"Q0WDG0",,,,,,,,,,,,,,,,,,,,,,,,,,
YCIU_ECOLI,,,"Q8ZP48",,"Q9KSP8","Q5E6E1",,"P44199",,,,,,,,,,,,,,,,,,,,,,
YCIW_ECOLI,,,"Q8ZP55",,,,,,,,,,,,,,,,,,,,,,,,,,,
YCJD_ECOLI,,,,,,,,,,,,,,,"Q9RXT5",,,,,,,,,,,,,,,
YCJF_ECOLI,,,"Q8ZP64","Q8ZE38",,"Q5E0R1",,"P43931",,,,,,,,,,,,,,,,,,,,,,
YCJG_ECOLI,,,"Q8ZP66","16122565;Q7CIQ2/1-324",,,,,,,,,,,,,,,,,,,,,,,,,"Q9HP25",
YCJN_ECOLI,,,,,"Q9KKR8",,,,,,,,,"AAC44393",,,,,,,,"Q93JA7;Q9RKH6",,,,,,,,
YCJP_ECOLI,,,,,,,,,,,,,,,,,,,,,,"Q93JA9",,,,,,,,
YCJR_ECOLI,,,,,,,,,,,,,,,,,,,,,,"Q93JA5",,,,,,,,
YCJX_ECOLI,,,"Q8ZP63",,"Q9KSF0","Q5E0R2",,"P44280",,,,,,,,,,,,,,,,,,,,,,
YDAL_ECOLI,,,"Q8ZP85",,"Q9KPZ0","Q5E6S2",,,,,,,,,,,,,,,,,,,,,,,,
YDAM_ECOLI,,,,,"Q284T6",,,,,,,,,,,,,,,,,,,,,,,,,
YDBA_ECOLI,,,,,,,,,,"O25331",,,,,,,,,,,,,,,,,,,,
YDBC_ECOLI,,,,,,,,,,,,,,,,,,,,,"Q5YVI9","Q9RL18",,,,,,,,
YDBH_ECOLI,,,"Q8ZP92",,,,,,,,,,,,,,,,,,,,,,,,,,,
YDBL_ECOLI,,,"Q8ZP93",,,,,,,,,,,,,,,,,,,,,,,,,,,
YDCF_ECOLI,,,"Q8ZP96",,,,,,,,,,,,,,,,,,,,,,,,,,,
YDCJ_ECOLI,,,"Q8ZPB1",,,,,,,,,,,,,,,,,,,,,,,,,,,
YDCK_ECOLI,,,"Q8ZPC1",,,,,,,,,,,,,,,,,,,,,,,,,,,
YDCN_ECOLI,,,"Q8ZPC6",,"Q9KQN0",,,,,,,,,,,,,,,,,,,,,,,,,
YDCO_ECOLI,,,"Q8ZPC5",,"Q9KQM8",,,,,,,,,,,,,,,,,,,,,,,,,
YDCP_ECOLI,,,"Q8ZPC7",,,,,,,,,,,,,,,,,,,,,,,,,,,
YDCR_ECOLI,,,"Q8ZPC8","Q8D0D6","Q9KL76",,,,,,,,,,,,,,,,,,,,,,,,,
YDCS_ECOLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q9HP00",
YDDE_ECOLI,,,"P40788",,,,,,,,,,,,"Q9RUQ2",,,,,,,"Q9RJQ0",,,,,,,,
YDDH_ECOLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q8U370"""
YDDL_ECOLI,"Q9I116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YDEJ_ECOLI,,,"Q8ZPI7",,,,,,,,,,,,,,,,,,,,,,,,,,,
YDFI_ECOLI,,,"Q8ZPI8",,,,,,,,,,,,,,,,,,,,,,,,,,,
YDFP_ECOLI,,,"Q8ZNX8",,,,,,,,,,,,,,,,,,,,,,,,,,,
YDGD_ECOLI,,,,"Q8ZE64;Q74TP4",,,,,,,,,,,,,,,,,,,,,,,,,,
